amount,time_hour,dist_from_home,dist_from_last_tx,ratio_to_median,used_chip,used_pin,online_order,is_fraud
2446.3404498842956,21,99.88372453022251,14.566347185393866,2.766068928381067,1,0,0,0
15150.607154587606,1,14.215065559958834,4.48506981170211,9.98316917796593,0,1,1,0
6683.728467727246,3,91.00319485440552,40.75296964366324,2.2644162665613714,1,0,0,0
4664.712768879766,12,9.273201111101669,0.9698236535527278,24.767410378847813,1,1,0,0
948.1243523117314,12,11.039046260007932,6.239490921565942,1.8670739300409807,0,0,1,0
947.9814595730259,22,5.833249880266135,0.6065411256562813,3.387201734167134,0,1,0,0
399.1938430434034,21,97.4545458668028,4.0791564044929265,0.7157951373209059,0,1,0,0
10156.154322399698,22,5.7287248516875,2.476465372930593,0.23998198580996066,0,0,0,0
4695.410768136323,16,7.431467176612092,3.806030267288687,0.08188842290578409,0,0,1,0
6256.250308522952,5,14.11066269238096,29.452162860594747,2.420094294732674,1,0,0,0
203.99653999569313,10,42.509048358152,5.57195962348411,0.6150700137885438,1,0,1,0
17617.78737579156,18,106.08831044086573,3.9283640382684846,0.7118608754377636,1,0,1,0
9032.147716773376,15,27.08384637249161,10.237990525579708,0.7012137517089214,1,0,1,0
1293.438126244735,7,39.51440617053194,11.500188244144482,0.5133564816469709,1,0,0,0
1103.3949437483168,0,9.105442968218016,41.208240486200026,5.244344153516994,1,0,1,0
1113.0571141612854,9,15.458624364068072,7.897853407847572,0.4139158099108441,1,0,1,0
1913.7686473023857,1,7.189232474078867,13.96601876773479,1.6306764723859755,1,0,0,0
3819.6391543042723,18,26.374760023446203,4.815338786361194,1.6305791603723654,0,0,1,0
2927.6853339016834,13,44.62085671439676,1.8757450489210772,0.22665946693048292,1,0,1,0
1821.1149627697075,2,16.705119448827034,5.61830239551025,1.7802000467914074,1,0,1,0
4831.854369498993,22,93.53878825393147,5.426187767314767,0.31669716569163076,1,0,1,0
851.1726436366934,23,198.79702199169256,5.457854795464043,0.9136927435340406,0,1,0,0
1827.5775600120114,8,6.4004677766730715,11.888239954999671,0.6814475995860594,0,0,1,0
2381.386091104235,22,0.9010735815885472,5.207788452671559,1.0548664519239985,1,0,0,0
3144.673439298875,7,77.97929832077249,30.826577499119473,1.8260022633555983,1,0,0,1
7789.680055154559,10,10.575738781709457,40.59924723168187,0.41446513726857087,1,0,1,0
1213.6793106434513,14,21.781779152217112,7.4099678896379135,0.557961805073823,1,0,1,0
3710.1457751656385,5,25.062845701540876,8.17450447530145,0.1966311739587934,1,0,0,0
4587.5236065488025,1,124.2049821158738,5.236177143642934,0.3370164752403004,1,0,0,0
337.81924878204273,0,53.76992368207608,4.394256675748885,2.1387363038311036,1,0,0,0
4776.66510324805,2,2.072854093886165,42.21714583499701,0.6901831367947094,1,0,0,0
1034.806259887082,22,0.7460503671662523,0.415064669323419,2.4850036440032004,1,0,1,1
436.3196543965212,17,11.13019094544016,5.277789099499111,0.3864127069699124,1,1,1,0
14968.438967534654,13,19.1488882820507,1.6409710025159505,0.4626815321514532,0,0,1,0
16953.151712305862,16,33.13321057427738,12.95650573203945,3.0155244199191937,0,0,1,0
8361.657864064384,1,90.95840763506233,2.1622463810382664,1.2575229145152298,1,1,0,0
1916.4392998437913,18,18.903521326026688,21.597472633829963,0.22511440752140532,0,0,1,0
613.8865750125312,21,23.62331048721496,4.691687399769572,0.5677932628198468,0,0,1,0
5863.753815493309,8,19.974494517262226,24.90708241281294,2.3659187582501966,0,1,1,0
3000.4542129269917,7,0.45028832439065436,43.097082119990105,0.8450559461523677,1,1,1,0
750.7611697722432,9,155.27907477332644,14.747820878846923,3.3782230837219323,0,0,1,0
3517.7361406707505,8,7.4827997118266625,9.759294079637034,0.27436938925946003,0,0,0,0
274.9686072173954,7,16.960522579847606,1.624032476034947,3.364993915119518,0,0,1,0
12102.11443696512,6,6.923079280825202,27.039636043224007,0.306603822083298,1,0,1,0
1597.2888842034304,21,33.72050664320565,14.999857351105986,1.2777043451121013,0,0,1,0
5531.278992824901,23,134.53467146374314,3.3974166561000976,2.5789383165657815,1,0,1,0
1967.7329082881183,5,5.306969702214499,6.320557206469429,1.1385380680595356,0,0,1,0
3770.5544795461433,1,29.071071426475253,0.7006309315695948,1.7715548667283851,0,0,1,0
4056.1189899089877,8,1.131448015105566,10.75873747179707,2.78621761497434,1,0,0,0
1121.9429975395287,8,73.67944630351373,1.3383391689727837,1.6074735635669293,0,0,1,0
17564.035663681134,18,51.25315076581285,10.54206822952299,0.7318009076191997,1,1,1,0
7561.226885690704,8,60.14844270715566,11.133818070671301,0.7962581950310085,1,0,1,0
14125.472096457912,1,31.96481227138197,3.9249318626247254,0.42930232706450294,0,1,1,0
